LOC000012783801,ORD420020135261,HFC,Cancelled,ASI000000000035
LOC000012783801,ORD420020435690,HFC,In progress,ASI000000000035
LOC000012832526,ORD410001507244,HFC,Complete,ASI000000220777
LOC000012832526,ORD420001734627,HFC,Cancelled,ASI000000220777
LOC000012965006,ORD420020919223,HFC,In progress,ASI000000001104
LOC000012965006,ORD420021170660,HFC,In progress,ASI000000001074
LOC000012972053,ORD420006697541,HFC,Complete,ASI000000000035
LOC000012972053,ORD420020685777,HFC,Complete,ASI000000000035
LOC000013077926,ORD420020064592,HFC,Cancelled,ASI000000000035
LOC000013077926,ORD420020817850,HFC,In progress,ASI000000001074
LOC000013077926,ORD420014862703,HFC,Cancelled,ASI000000000026
LOC000013093090,ORD420017735403,HFC,Cancelled,ASI000000000026
LOC000013093090,ORD420019770184,HFC,Cancelled,ASI000000000026
LOC000013093090,ORD420020865382,HFC,Complete,ASI000000221038
LOC000013109792,ORD420020449229,HFC,Cancelled,ASI000000001074
LOC000013109792,ORD420020663630,HFC,In progress,ASI000000001074
LOC000013186592,ORD420020058243,HFC,Complete,ASI000000000035
LOC000013186592,ORD420018673083,HFC,Cancelled,ASI000000000035
LOC000013186592,ORD420019921440,HFC,Cancelled,ASI000000000026
LOC000013198698,ORD420017893461,HFC,Cancelled,ASI000000001074
LOC000013198698,ORD420019982374,HFC,Cancelled,ASI000000000026
LOC000013198698,ORD420020181858,HFC,In progress,ASI000000220777
LOC000013306030,ORD420020720724,HFC,Cancelled,ASI000000220777
LOC000013306030,ORD420020857426,HFC,In progress,ASI000000220777
LOC000013346876,ORD420020222166,HFC,Cancelled,ASI000000000026
LOC000013346876,ORD420019802080,HFC,Complete,ASI000000001074
LOC000013383161,ORD420020295661,HFC,Cancelled,ASI000000001074
LOC000013383161,ORD420020601735,HFC,Complete,ASI000000001074
LOC000013410358,ORD420020321655,HFC,Cancelled,ASI000000001074
LOC000013410358,ORD420020575803,HFC,Complete,ASI000000001104
LOC000013424433,ORD420020716543,HFC,Cancelled,ASI000000000035
LOC000013424433,ORD420020854271,HFC,In progress,ASI000000000035
LOC000013475408,ORD420019989418,HFC,In progress - Pending,ASI000000000035
LOC000013475408,ORD420020006945,HFC,Cancelled,ASI000000000035
LOC000013669358,ORD420021190228,HFC,In progress,ASI000000000026
LOC000013669358,ORD420021191757,HFC,In progress,ASI000000000026
LOC000013690347,ORD420020710336,HFC,Cancelled,ASI000000220777
LOC000013690347,ORD420021013964,HFC,Cancelled,ASI000000220777
LOC000013811616,ORD420019897610,HFC,In progress,ASI000000000035
LOC000013811616,ORD420019914192,HFC,Complete,ASI000000000035
LOC000013919536,ORD420020649852,HFC,Cancelled,ASI000000220777
LOC000013919536,ORD420021165675,HFC,In progress,ASI000000001074
LOC000014002511,ORD420020505123,HFC,Cancelled,ASI000000000035
LOC000014002511,ORD420021150021,HFC,In progress,ASI000000220777
LOC000014072315,ORD420020729035,HFC,In progress - Held,ASI000000001074
LOC000014072315,ORD420021191109,HFC,In progress,ASI000000000035
LOC000014089381,ORD410001510044,HFC,Cancelled,ASI000000001094
LOC000014089381,ORD410001510173,HFC,Cancelled,ASI000000001094
LOC000014089381,ORD410001628145,HFC,In progress,ASI000000001094
LOC000014191872,ORD420019773319,HFC,Cancelled,ASI000000001104
LOC000014191872,ORD420019774353,HFC,In progress,ASI000000001104
LOC000014242078,ORD420020445143,HFC,Cancelled,ASI000000001074
LOC000014242078,ORD420020561923,HFC,Complete,ASI000000001074
LOC000014245496,ORD420005129814,HFC,Cancelled,ASI000000001074
LOC000014245496,ORD420005892458,HFC,Complete,ASI000000151622
LOC000014310708,ORD410001458052,HFC,Cancelled,ASI000000220777
LOC000014310708,ORD420019797805,HFC,Complete,ASI000000001074
LOC000014351267,ORD410001494566,HFC,Complete,ASI000000220777
LOC000014351267,ORD420020235640,HFC,Cancelled,ASI000000220777
LOC000014396901,ORD420020543551,HFC,Cancelled,ASI000000000035
LOC000014396901,ORD420020587189,HFC,Cancelled,ASI000000000035
LOC000014396901,ORD420021202455,HFC,In progress,ASI000000000035
LOC000014427520,ORD420020459391,HFC,Cancelled,ASI000000001074
LOC000014427520,ORD420020563559,HFC,In progress,ASI000000000035
LOC000014692628,ORD420020235798,HFC,In progress - Pending,ASI000000220777
LOC000014692628,ORD420020616130,HFC,In progress - Pending,ASI000000220777
LOC000014749062,ORD420020545769,HFC,In progress,ASI000000220777
LOC000014749062,ORD420020931170,HFC,In progress,ASI000000000035
LOC000014769336,ORD420019958128,HFC,Cancelled,ASI000000000035
LOC000014769336,ORD420020336822,HFC,Complete,ASI000000000035
LOC000014919534,ORD420020249483,HFC,In progress - Pending,ASI000000001074
LOC000014919534,ORD420021220069,HFC,In progress,ASI000000001074
LOC000015037952,ORD420020604775,HFC,Complete,ASI000000000035
LOC000015037952,ORD420020605191,HFC,Complete,ASI000000000035
LOC000015075854,ORD420020235503,HFC,In progress - Held,ASI000000001074
LOC000015075854,ORD420019039578,HFC,Cancelled,ASI000000000035
LOC000015075854,ORD420019133944,HFC,Cancelled,ASI000000000035
LOC000015075854,ORD420019784277,HFC,Cancelled,ASI000000001074
LOC000015075854,ORD420019990390,HFC,Cancelled,ASI000000001074
LOC000015088626,ORD410001618601,HFC,In progress,ASI000000220777
LOC000015088626,ORD420020345969,HFC,Cancelled,ASI000000000035
LOC000015116770,ORD420020071755,HFC,Cancelled,ASI000000001074
LOC000015116770,ORD420020594206,HFC,Complete,ASI000000001074
LOC000015129325,ORD420020289403,HFC,In progress - Pending,ASI000000220777
LOC000015129325,ORD410001585910,HFC,In progress,ASI000000001074
LOC000015219828,ORD420020320882,HFC,In progress,ASI000000000026
LOC000015219828,ORD420020344234,HFC,In progress - Pending,ASI000000220777
LOC000015270934,ORD410001455963,HFC,Cancelled,ASI000000220777
LOC000015270934,ORD410001570989,HFC,Complete,ASI000000220777
LOC000015347083,ORD420020522359,HFC,Cancelled,ASI000000000035
LOC000015347083,ORD420021196541,HFC,In progress,ASI000000000035
LOC000015414214,ORD420020388465,HFC,Complete,ASI000000000035
LOC000015414214,ORD420020626655,HFC,Complete,ASI000000000035
LOC000015444945,ORD420020132479,HFC,Complete,ASI000000000035
LOC000015444945,ORD420019915686,HFC,Cancelled,ASI000000000035
LOC000015445769,ORD420005042038,HFC,Cancelled,ASI000000000035
LOC000015445769,ORD420006351760,HFC,Complete,ASI000000220777
LOC000015551580,ORD420006651233,HFC,Cancelled,ASI000000000035
LOC000015551580,ORD420007517486,HFC,Complete,ASI000000000026
LOC000015612255,ORD410001572173,HFC,Complete,ASI000000000035
